"stay_date","lead_time","pickup","otb_rooms"
2017-02-18,11,3,32
2017-02-18,10,1,33
2017-02-18,9,1,34
2017-02-18,8,1,35
2017-02-18,6,1,36
2017-02-18,5,3,39
2017-02-18,4,1,40
2017-02-18,3,3,43
2017-02-18,2,3,46
2017-02-18,1,4,50
2017-02-18,0,6,56
2017-02-19,225,1,1
2017-02-19,139,1,2
2017-02-19,111,1,3
2017-02-19,79,1,4
2017-02-19,69,4,8
2017-02-19,44,1,9
2017-02-19,41,1,10
2017-02-19,31,2,12
2017-02-19,29,2,14
2017-02-19,28,1,15
2017-02-19,24,4,19
2017-02-19,18,1,20
2017-02-19,16,1,21
2017-02-19,15,1,22
2017-02-19,12,1,23
2017-02-19,4,1,24
2017-02-19,0,5,29
2017-02-20,182,1,1
2017-02-20,134,1,2
2017-02-20,121,1,3
2017-02-20,100,1,4
2017-02-20,88,1,5
2017-02-20,77,1,6
2017-02-20,33,1,7
2017-02-20,28,1,8
2017-02-20,24,1,9
2017-02-20,21,1,10
2017-02-20,20,3,13
2017-02-20,18,2,15
2017-02-20,17,1,16
2017-02-20,16,1,17
2017-02-20,11,3,20
2017-02-20,10,1,21
2017-02-20,9,1,22
2017-02-20,7,2,24
2017-02-20,6,4,28
2017-02-20,5,3,31
2017-02-20,4,2,33
2017-02-20,3,4,37
2017-02-20,2,3,40
2017-02-20,0,9,49
2017-02-21,316,1,1
2017-02-21,153,1,2
2017-02-21,119,2,4
2017-02-21,69,1,5
2017-02-21,65,1,6
2017-02-21,60,2,8
2017-02-21,28,1,9
2017-02-21,23,1,10
2017-02-21,22,1,11
2017-02-21,20,2,13
2017-02-21,17,1,14
2017-02-21,13,1,15
2017-02-21,11,2,17
2017-02-21,8,1,18
2017-02-21,6,2,20
2017-02-21,4,2,22
2017-02-21,3,1,23
2017-02-21,1,7,30
2017-02-21,0,12,42
2017-02-22,113,1,1
2017-02-22,81,2,3
2017-02-22,78,1,4
2017-02-22,70,13,17
2017-02-22,61,1,18
2017-02-22,34,1,19
2017-02-22,27,1,20
2017-02-22,25,1,21
2017-02-22,21,5,26
2017-02-22,19,1,27
2017-02-22,13,1,28
2017-02-22,9,1,29
2017-02-22,6,3,32
2017-02-22,5,2,34
2017-02-22,4,1,35
2017-02-22,2,1,36
2017-02-22,1,2,38
2017-02-22,0,13,51
2017-02-23,337,1,1
2017-02-23,191,2,3
2017-02-23,124,1,4
2017-02-23,80,1,5
2017-02-23,55,2,7
2017-02-23,43,1,8
2017-02-23,40,2,10
2017-02-23,37,2,12
2017-02-23,36,1,13
2017-02-23,32,1,14
2017-02-23,28,1,15
2017-02-23,26,1,16
2017-02-23,22,15,31
2017-02-23,20,3,34
2017-02-23,18,1,35
2017-02-23,9,1,36
2017-02-23,7,1,37
2017-02-23,6,1,38
2017-02-23,2,7,45
2017-02-23,1,2,47
2017-02-23,0,3,50
2017-02-24,307,2,2
2017-02-24,185,1,3
2017-02-24,150,1,4
2017-02-24,138,1,5
2017-02-24,110,1,6
2017-02-24,50,1,7
2017-02-24,46,1,8
2017-02-24,42,1,9
2017-02-24,37,1,10
2017-02-24,32,1,11
2017-02-24,27,2,13
2017-02-24,26,3,16
2017-02-24,25,5,21
2017-02-24,19,1,22
2017-02-24,17,1,23
2017-02-24,11,1,24
2017-02-24,10,1,25
2017-02-24,9,1,26
2017-02-24,6,5,31
2017-02-24,0,4,35
2017-02-25,186,2,2
2017-02-25,180,1,3
2017-02-25,119,3,6
2017-02-25,109,1,7
2017-02-25,105,1,8
2017-02-25,101,1,9
2017-02-25,97,1,10
2017-02-25,91,2,12
2017-02-25,88,3,15
2017-02-25,87,1,16
2017-02-25,74,1,17
2017-02-25,69,1,18
2017-02-25,67,1,19
2017-02-25,62,2,21
2017-02-25,61,1,22
2017-02-25,53,2,24
2017-02-25,51,1,25
2017-02-25,50,1,26
2017-02-25,48,2,28
2017-02-25,47,2,30
2017-02-25,46,1,31
2017-02-25,45,1,32
2017-02-25,41,1,33
2017-02-25,40,1,34
2017-02-25,37,1,35
2017-02-25,36,1,36
2017-02-25,33,1,37
2017-02-25,32,3,40
2017-02-25,29,3,43
2017-02-25,26,4,47
2017-02-25,22,3,50
2017-02-25,21,1,51
2017-02-25,19,1,52
2017-02-25,18,1,53
2017-02-25,17,1,54
2017-02-25,16,3,57
2017-02-25,15,1,58
2017-02-25,14,1,59
2017-02-25,13,2,61
2017-02-25,12,2,63
2017-02-25,10,5,68
2017-02-25,8,2,70
2017-02-25,4,1,71
2017-02-25,3,2,73
2017-02-25,0,3,76
2017-02-26,150,1,1
2017-02-26,145,2,3
2017-02-26,93,1,4
2017-02-26,50,1,5
2017-02-26,49,1,6
2017-02-26,40,1,7
2017-02-26,37,1,8
2017-02-26,32,1,9
2017-02-26,19,1,10
2017-02-26,18,2,12
2017-02-26,17,1,13
2017-02-26,15,1,14
2017-02-26,14,1,15
2017-02-26,10,1,16
2017-02-26,9,1,17
2017-02-26,7,1,18
2017-02-26,6,3,21
2017-02-26,5,2,23
2017-02-26,4,1,24
2017-02-26,3,3,27
2017-02-26,2,4,31
2017-02-26,1,4,35
2017-02-26,0,5,40
2017-02-27,126,1,1
2017-02-27,125,1,2
2017-02-27,78,1,3
2017-02-27,32,1,4
2017-02-27,27,1,5
2017-02-27,18,1,6
2017-02-27,17,1,7
2017-02-27,11,1,8
2017-02-27,10,1,9
2017-02-27,7,1,10
2017-02-27,4,3,13
2017-02-27,3,3,16
2017-02-27,2,1,17
2017-02-27,1,4,21
2017-02-27,0,7,28
2017-02-28,163,2,2
2017-02-28,150,1,3
2017-02-28,120,1,4
2017-02-28,98,1,5
2017-02-28,48,1,6
2017-02-28,39,1,7
2017-02-28,27,2,9
2017-02-28,23,1,10
2017-02-28,11,1,11
2017-02-28,7,1,12
2017-02-28,5,1,13
2017-02-28,4,1,14
2017-02-28,3,1,15
2017-02-28,1,4,19
2017-02-28,0,14,33
2017-03-01,226,2,2
2017-03-01,181,4,6
2017-03-01,161,1,7
2017-03-01,159,1,8
2017-03-01,84,9,17
2017-03-01,63,1,18
2017-03-01,34,1,19
2017-03-01,13,1,20
2017-03-01,12,1,21
2017-03-01,6,7,28
2017-03-01,5,4,32
2017-03-01,2,2,34
2017-03-01,1,4,38
2017-03-01,0,10,48
2017-03-02,192,2,2
2017-03-02,146,1,3
2017-03-02,138,3,6
2017-03-02,128,2,8
2017-03-02,112,1,9
2017-03-02,56,1,10
2017-03-02,16,1,11
2017-03-02,7,86,97
2017-03-02,3,1,98
2017-03-02,1,5,103
2017-03-02,0,1,104
2017-03-03,56,1,1
2017-03-03,53,1,2
2017-03-03,39,2,4
2017-03-03,18,1,5
2017-03-03,17,1,6
2017-03-03,8,1,7
2017-03-03,7,1,8
2017-03-03,6,1,9
2017-03-03,3,1,10
2017-03-03,1,2,12
2017-03-03,0,7,19
2017-03-04,211,1,1
2017-03-04,201,1,2
2017-03-04,48,1,3
2017-03-04,14,1,4
2017-03-04,11,1,5
2017-03-04,5,1,6
2017-03-04,4,2,8
2017-03-04,3,1,9
2017-03-04,2,1,10
2017-03-04,1,5,15
2017-03-04,0,4,19
2017-03-05,312,9,9
2017-03-05,201,2,11
2017-03-05,195,12,23
2017-03-05,179,1,24
2017-03-05,171,6,30
2017-03-05,169,2,32
2017-03-05,144,1,33
2017-03-05,143,1,34
2017-03-05,80,1,35
2017-03-05,53,7,42
2017-03-05,38,1,43
2017-03-05,34,1,44
2017-03-05,25,1,45
2017-03-05,16,1,46
2017-03-05,13,1,47
2017-03-05,12,1,48
2017-03-05,7,1,49
2017-03-05,0,4,53
2017-03-06,154,1,1
2017-03-06,126,1,2
2017-03-06,117,1,3
2017-03-06,99,1,4
2017-03-06,70,1,5
2017-03-06,41,1,6
2017-03-06,35,2,8
2017-03-06,33,1,9
2017-03-06,31,2,11
2017-03-06,11,3,14
2017-03-06,9,1,15
2017-03-06,6,1,16
2017-03-06,5,1,17
2017-03-06,4,3,20
2017-03-06,3,1,21
2017-03-06,2,2,23
2017-03-06,1,1,24
2017-03-06,0,3,27
2017-03-07,246,1,1
2017-03-07,220,1,2
2017-03-07,205,1,3
2017-03-07,126,1,4
2017-03-07,112,1,5
2017-03-07,110,1,6
2017-03-07,48,1,7
2017-03-07,40,1,8
2017-03-07,29,1,9
2017-03-07,19,9,18
2017-03-07,9,1,19
2017-03-07,7,1,20
2017-03-07,6,2,22
2017-03-07,5,1,23
2017-03-07,4,2,25
2017-03-07,1,9,34
2017-03-07,0,7,41
2017-03-08,211,1,1
2017-03-08,172,1,2
2017-03-08,149,1,3
2017-03-08,126,1,4
2017-03-08,70,1,5
2017-03-08,50,1,6
2017-03-08,30,1,7
2017-03-08,29,1,8
2017-03-08,27,1,9
2017-03-08,14,2,11
2017-03-08,8,1,12
2017-03-08,7,2,14
2017-03-08,6,1,15
2017-03-08,5,2,17
2017-03-08,1,1,18
2017-03-08,0,3,21
2017-03-09,216,1,1
2017-03-09,195,1,2
2017-03-09,138,1,3
2017-03-09,134,3,6
2017-03-09,115,6,12
2017-03-09,107,16,28
2017-03-09,65,1,29
2017-03-09,63,1,30
2017-03-09,34,2,32
2017-03-09,17,2,34
2017-03-09,14,1,35
2017-03-09,10,1,36
2017-03-09,6,1,37
2017-03-09,5,1,38
2017-03-09,3,4,42
2017-03-09,2,5,47
2017-03-09,1,5,52
2017-03-09,0,5,57
2017-03-10,274,7,7
2017-03-10,89,1,8
2017-03-10,77,1,9
2017-03-10,49,1,10
2017-03-10,47,1,11
2017-03-10,43,1,12
2017-03-10,39,1,13
2017-03-10,32,1,14
2017-03-10,30,1,15
2017-03-10,24,1,16
2017-03-10,20,1,17
2017-03-10,15,1,18
2017-03-10,13,1,19
2017-03-10,9,3,22
2017-03-10,8,3,25
2017-03-10,7,1,26
2017-03-10,5,1,27
2017-03-10,4,2,29
2017-03-10,2,2,31
2017-03-10,1,3,34
2017-03-11,339,14,14
2017-03-11,148,2,16
2017-03-11,131,1,17
2017-03-11,127,1,18
2017-03-11,89,2,20
2017-03-11,88,8,28
2017-03-11,75,1,29
2017-03-11,57,2,31
2017-03-11,37,1,32
2017-03-11,29,2,34
2017-03-11,28,1,35
2017-03-11,15,3,38
2017-03-11,9,1,39
2017-03-11,2,3,42
2017-03-11,1,3,45
2017-03-11,0,3,48
2017-03-12,237,1,1
2017-03-12,176,1,2
2017-03-12,175,1,3
2017-03-12,167,1,4
2017-03-12,96,19,23
2017-03-12,56,1,24
2017-03-12,6,1,25
2017-03-12,5,1,26
2017-03-12,4,1,27
2017-03-12,3,2,29
2017-03-12,2,1,30
2017-03-12,1,1,31
2017-03-12,0,1,32
2017-03-13,355,1,1
2017-03-13,202,1,2
2017-03-13,146,1,3
2017-03-13,138,1,4
2017-03-13,115,1,5
2017-03-13,112,12,17
2017-03-13,110,4,21
2017-03-13,97,1,22
2017-03-13,67,1,23
2017-03-13,62,2,25
2017-03-13,60,1,26
2017-03-13,50,1,27
2017-03-13,30,1,28
2017-03-13,24,2,30
2017-03-13,22,1,31
2017-03-13,19,1,32
2017-03-13,17,2,34
2017-03-13,11,2,36
2017-03-13,10,1,37
2017-03-13,8,1,38
2017-03-13,6,1,39
2017-03-13,4,2,41
2017-03-13,3,2,43
2017-03-13,2,1,44
2017-03-13,1,1,45
2017-03-13,0,2,47
2017-03-14,159,6,6
2017-03-14,140,2,8
2017-03-14,137,1,9
2017-03-14,133,1,10
2017-03-14,62,1,11
2017-03-14,31,1,12
2017-03-14,26,14,26
2017-03-14,12,1,27
2017-03-14,7,1,28
2017-03-14,5,1,29
2017-03-14,1,6,35
2017-03-14,0,5,40
2017-03-15,295,2,2
2017-03-15,225,1,3
2017-03-15,155,2,5
2017-03-15,152,2,7
2017-03-15,133,1,8
2017-03-15,125,1,9
2017-03-15,120,1,10
2017-03-15,112,14,24
2017-03-15,20,1,25
2017-03-15,12,1,26
2017-03-15,9,1,27
2017-03-15,7,1,28
2017-03-15,6,1,29
2017-03-15,3,1,30
2017-03-15,2,1,31
2017-03-15,1,4,35
2017-03-15,0,3,38
2017-03-16,338,1,1
2017-03-16,313,1,2
2017-03-16,207,4,6
2017-03-16,156,1,7
2017-03-16,155,1,8
2017-03-16,146,4,12
2017-03-16,67,1,13
2017-03-16,41,7,20
2017-03-16,27,2,22
2017-03-16,26,1,23
2017-03-16,23,2,25
2017-03-16,21,2,27
2017-03-16,16,1,28
2017-03-16,14,1,29
2017-03-16,7,1,30
2017-03-16,6,1,31
2017-03-16,2,4,35
2017-03-16,0,1,36
2017-03-17,241,1,1
2017-03-17,126,2,3
2017-03-17,125,1,4
2017-03-17,65,2,6
2017-03-17,28,1,7
2017-03-17,25,1,8
2017-03-17,4,1,9
2017-03-17,3,1,10
2017-03-17,2,2,12
2017-03-17,0,5,17
2017-03-18,232,1,1
2017-03-18,219,2,3
2017-03-18,192,1,4
2017-03-18,160,1,5
2017-03-18,73,1,6
2017-03-18,68,1,7
2017-03-18,66,1,8
2017-03-18,65,2,10
2017-03-18,52,1,11
2017-03-18,46,3,14
2017-03-18,45,1,15
2017-03-18,41,1,16
2017-03-18,29,2,18
2017-03-18,24,1,19
2017-03-18,15,1,20
2017-03-18,12,1,21
2017-03-18,9,1,22
2017-03-18,8,1,23
2017-03-18,3,1,24
2017-03-18,2,6,30
2017-03-18,1,5,35
2017-03-18,0,1,36
2017-03-19,280,1,1
2017-03-19,181,4,5
2017-03-19,156,2,7
2017-03-19,152,1,8
2017-03-19,145,1,9
2017-03-19,138,1,10
2017-03-19,131,1,11
2017-03-19,117,1,12
2017-03-19,96,13,25
2017-03-19,61,1,26
2017-03-19,34,2,28
2017-03-19,23,1,29
2017-03-19,16,5,34
2017-03-19,15,2,36
2017-03-19,5,1,37
2017-03-19,4,2,39
2017-03-19,3,1,40
2017-03-19,2,1,41
2017-03-19,0,3,44
2017-03-20,326,1,1
2017-03-20,170,1,2
2017-03-20,168,1,3
2017-03-20,143,1,4
2017-03-20,47,5,9
2017-03-20,46,1,10
2017-03-20,33,1,11
2017-03-20,31,9,20
2017-03-20,18,1,21
2017-03-20,15,2,23
2017-03-20,13,1,24
2017-03-20,7,1,25
2017-03-20,6,1,26
2017-03-20,4,1,27
2017-03-20,3,2,29
2017-03-20,0,10,39
2017-03-21,284,2,2
2017-03-21,241,13,15
2017-03-21,78,1,16
2017-03-21,45,1,17
2017-03-21,19,2,19
2017-03-21,18,1,20
2017-03-21,5,1,21
2017-03-21,4,2,23
2017-03-21,1,3,26
2017-03-21,0,2,28
2017-03-22,192,1,1
2017-03-22,159,1,2
2017-03-22,116,2,4
2017-03-22,105,1,5
2017-03-22,35,1,6
2017-03-22,30,1,7
2017-03-22,16,1,8
2017-03-22,8,1,9
2017-03-22,6,1,10
2017-03-22,5,3,13
2017-03-22,2,1,14
2017-03-23,166,2,2
2017-03-23,152,2,4
2017-03-23,48,9,13
2017-03-23,45,1,14
2017-03-23,31,1,15
2017-03-23,9,2,17
2017-03-23,7,2,19
2017-03-23,1,3,22
2017-03-23,0,4,26
2017-03-24,313,1,1
2017-03-24,220,2,3
2017-03-24,214,9,12
2017-03-24,207,1,13
2017-03-24,150,1,14
2017-03-24,11,1,15
2017-03-24,10,1,16
2017-03-24,8,1,17
2017-03-24,2,1,18
2017-03-24,0,1,19
2017-03-25,226,11,11
2017-03-25,214,4,15
2017-03-25,166,1,16
2017-03-25,157,1,17
2017-03-25,152,1,18
2017-03-25,149,2,20
2017-03-25,146,1,21
2017-03-25,141,1,22
2017-03-25,140,1,23
2017-03-25,139,1,24
2017-03-25,75,1,25
2017-03-25,73,1,26
2017-03-25,66,1,27
2017-03-25,62,1,28
2017-03-25,53,1,29
2017-03-25,48,1,30
2017-03-25,43,3,33
2017-03-25,26,1,34
2017-03-25,13,1,35
2017-03-25,12,2,37
2017-03-25,10,2,39
2017-03-25,9,1,40
2017-03-25,3,2,42
2017-03-25,1,1,43
2017-03-26,222,1,1
2017-03-26,167,1,2
2017-03-26,124,1,3
2017-03-26,120,2,5
2017-03-26,119,1,6
2017-03-26,77,1,7
2017-03-26,74,1,8
2017-03-26,68,2,10
2017-03-26,64,1,11
2017-03-26,57,1,12
2017-03-26,54,1,13
2017-03-26,44,1,14
2017-03-26,40,1,15
2017-03-26,27,1,16
2017-03-26,24,1,17
2017-03-26,23,1,18
2017-03-26,6,1,19
2017-03-26,0,1,20
2017-03-27,250,1,1
2017-03-27,229,1,2
2017-03-27,167,1,3
2017-03-27,162,1,4
2017-03-27,122,1,5
2017-03-27,90,2,7
2017-03-27,52,2,9
2017-03-27,42,1,10
2017-03-27,38,1,11
2017-03-27,22,2,13
2017-03-27,15,3,16
2017-03-27,10,1,17
2017-03-27,7,1,18
2017-03-27,6,1,19
2017-03-27,4,1,20
2017-03-27,3,2,22
2017-03-27,1,1,23
2017-03-27,0,2,25
2017-03-28,150,1,1
2017-03-28,121,1,2
2017-03-28,73,2,4
2017-03-28,47,1,5
2017-03-28,42,2,7
2017-03-28,40,1,8
2017-03-28,39,1,9
2017-03-28,35,1,10
2017-03-28,33,1,11
2017-03-28,32,2,13
2017-03-28,30,1,14
2017-03-28,27,1,15
2017-03-28,25,1,16
2017-03-28,20,2,18
2017-03-28,18,1,19
2017-03-28,8,1,20
2017-03-28,1,5,25
2017-03-28,0,8,33
2017-03-29,163,1,1
2017-03-29,115,1,2
2017-03-29,113,1,3
2017-03-29,112,1,4
2017-03-29,103,1,5
2017-03-29,71,1,6
2017-03-29,70,1,7
2017-03-29,69,1,8
2017-03-29,67,1,9
2017-03-29,62,1,10
2017-03-29,57,1,11
2017-03-29,49,1,12
2017-03-29,48,1,13
2017-03-29,43,1,14
2017-03-29,42,1,15
2017-03-29,33,1,16
2017-03-29,32,2,18
2017-03-29,30,1,19
2017-03-29,29,2,21
2017-03-29,28,2,23
2017-03-29,25,1,24
2017-03-29,24,2,26
2017-03-29,23,4,30
2017-03-29,20,1,31
2017-03-29,19,1,32
2017-03-29,12,3,35
2017-03-29,7,1,36
2017-03-29,6,1,37
2017-03-29,5,1,38
2017-03-29,1,4,42
2017-03-29,0,9,51
2017-03-30,256,1,1
2017-03-30,173,1,2
2017-03-30,151,1,3
2017-03-30,142,1,4
2017-03-30,107,1,5
2017-03-30,86,2,7
2017-03-30,85,1,8
2017-03-30,74,2,10
2017-03-30,65,1,11
2017-03-30,42,1,12
2017-03-30,39,1,13
2017-03-30,38,1,14
2017-03-30,29,1,15
2017-03-30,25,1,16
2017-03-30,17,2,18
2017-03-30,15,17,35
2017-03-30,14,1,36
2017-03-30,9,6,42
2017-03-30,6,1,43
2017-03-30,2,2,45
2017-03-30,1,1,46
2017-03-30,0,5,51
2017-03-31,165,2,2
2017-03-31,103,1,3
2017-03-31,98,1,4
2017-03-31,83,1,5
2017-03-31,80,1,6
2017-03-31,77,1,7
2017-03-31,72,3,10
2017-03-31,71,1,11
2017-03-31,69,1,12
2017-03-31,66,1,13
2017-03-31,64,2,15
2017-03-31,63,1,16
2017-03-31,60,1,17
2017-03-31,57,1,18
2017-03-31,56,1,19
2017-03-31,54,1,20
2017-03-31,48,1,21
2017-03-31,39,1,22
2017-03-31,38,3,25
2017-03-31,37,1,26
2017-03-31,33,1,27
2017-03-31,30,1,28
2017-03-31,29,1,29
2017-03-31,28,1,30
2017-03-31,26,2,32
2017-03-31,25,1,33
2017-03-31,23,1,34
2017-03-31,22,1,35
2017-03-31,19,1,36
2017-03-31,18,2,38
2017-03-31,11,1,39
2017-03-31,9,1,40
2017-03-31,8,1,41
2017-03-31,5,2,43
2017-03-31,2,4,47
2017-03-31,1,2,49
2017-03-31,0,5,54
2017-04-01,265,3,3
2017-04-01,264,1,4
2017-04-01,170,1,5
2017-04-01,92,1,6
2017-04-01,81,1,7
2017-04-01,73,1,8
2017-04-01,70,1,9
2017-04-01,66,1,10
2017-04-01,62,1,11
2017-04-01,61,1,12
2017-04-01,56,2,14
2017-04-01,47,1,15
2017-04-01,40,1,16
2017-04-01,33,1,17
2017-04-01,30,1,18
2017-04-01,27,1,19
2017-04-01,25,1,20
2017-04-01,22,1,21
2017-04-01,12,2,23
2017-04-01,7,1,24
2017-04-01,1,1,25
2017-04-01,0,2,27
2017-04-02,194,1,1
2017-04-02,137,1,2
2017-04-02,76,1,3
2017-04-02,73,1,4
2017-04-02,55,1,5
2017-04-02,54,1,6
2017-04-02,49,1,7
2017-04-02,38,1,8
2017-04-02,37,1,9
2017-04-02,35,1,10
2017-04-02,31,1,11
2017-04-02,30,1,12
2017-04-02,27,2,14
2017-04-02,25,1,15
2017-04-02,20,1,16
2017-04-02,15,1,17
2017-04-02,11,1,18
2017-04-02,3,2,20
2017-04-02,2,1,21
2017-04-03,170,1,1
2017-04-03,153,1,2
2017-04-03,150,1,3
2017-04-03,125,2,5
2017-04-03,89,1,6
2017-04-03,83,1,7
2017-04-03,61,1,8
2017-04-03,45,1,9
2017-04-03,36,2,11
2017-04-03,34,1,12
2017-04-03,31,1,13
2017-04-03,29,2,15
2017-04-03,27,1,16
2017-04-03,26,6,22
2017-04-03,25,1,23
2017-04-03,7,1,24
2017-04-03,4,3,27
2017-04-03,3,4,31
2017-04-03,0,7,38
2017-04-04,240,1,1
2017-04-04,180,1,2
2017-04-04,151,4,6
2017-04-04,61,1,7
2017-04-04,60,1,8
2017-04-04,56,2,10
2017-04-04,37,1,11
2017-04-04,26,2,13
2017-04-04,20,1,14
2017-04-04,16,1,15
2017-04-04,14,1,16
2017-04-04,8,1,17
2017-04-04,6,1,18
2017-04-04,5,1,19
2017-04-04,4,1,20
2017-04-04,1,3,23
2017-04-05,252,1,1
2017-04-05,205,2,3
2017-04-05,152,63,66
2017-04-05,63,1,67
2017-04-05,57,2,69
2017-04-05,53,1,70
2017-04-05,32,1,71
2017-04-05,21,1,72
2017-04-05,7,3,75
2017-04-05,1,2,77
2017-04-06,214,1,1
2017-04-06,211,3,4
2017-04-06,208,1,5
2017-04-06,207,1,6
2017-04-06,153,1,7
2017-04-06,112,1,8
2017-04-06,78,2,10
2017-04-06,64,1,11
2017-04-06,63,2,13
2017-04-06,33,1,14
2017-04-06,29,1,15
2017-04-06,22,1,16
2017-04-06,14,1,17
2017-04-06,9,1,18
2017-04-06,8,2,20
2017-04-06,4,1,21
2017-04-06,1,4,25
2017-04-06,0,1,26
2017-04-07,276,1,1
2017-04-07,199,1,2
2017-04-07,58,1,3
2017-04-07,53,1,4
2017-04-07,33,1,5
2017-04-07,11,1,6
2017-04-07,9,2,8
2017-04-07,8,1,9
2017-04-07,7,2,11
2017-04-07,5,1,12
2017-04-07,4,1,13
2017-04-07,2,3,16
2017-04-07,1,2,18
2017-04-07,0,3,21
2017-04-08,351,13,13
2017-04-08,267,2,15
2017-04-08,222,1,16
2017-04-08,131,1,17
2017-04-08,123,1,18
2017-04-08,72,4,22
2017-04-08,67,2,24
2017-04-08,59,1,25
2017-04-08,53,1,26
2017-04-08,49,1,27
2017-04-08,46,1,28
2017-04-08,44,1,29
2017-04-08,39,2,31
2017-04-08,38,2,33
2017-04-08,35,1,34
2017-04-08,34,1,35
2017-04-08,33,1,36
2017-04-08,30,1,37
2017-04-08,13,1,38
2017-04-08,12,1,39
2017-04-08,11,2,41
2017-04-08,10,1,42
2017-04-08,8,1,43
2017-04-08,5,2,45
2017-04-08,4,1,46
2017-04-08,3,1,47
2017-04-08,2,1,48
2017-04-08,1,4,52
2017-04-08,0,3,55
2017-04-09,254,1,1
2017-04-09,216,2,3
2017-04-09,209,1,4
2017-04-09,200,3,7
2017-04-09,185,1,8
2017-04-09,150,1,9
2017-04-09,142,2,11
2017-04-09,133,1,12
2017-04-09,124,7,19
2017-04-09,110,1,20
2017-04-09,96,1,21
2017-04-09,88,1,22
2017-04-09,87,1,23
2017-04-09,85,1,24
2017-04-09,82,1,25
2017-04-09,70,1,26
2017-04-09,62,4,30
2017-04-09,61,1,31
2017-04-09,49,1,32
2017-04-09,48,1,33
2017-04-09,45,1,34
2017-04-09,40,1,35
2017-04-09,34,1,36
2017-04-09,28,1,37
2017-04-09,25,1,38
2017-04-09,24,1,39
2017-04-09,20,1,40
2017-04-09,19,1,41
2017-04-09,14,1,42
2017-04-09,13,3,45
2017-04-09,12,2,47
2017-04-09,11,1,48
2017-04-09,10,2,50
2017-04-09,4,1,51
2017-04-09,3,1,52
2017-04-09,1,1,53
2017-04-09,0,2,55
2017-04-10,166,3,3
2017-04-10,129,1,4
2017-04-10,108,1,5
2017-04-10,90,1,6
2017-04-10,76,1,7
2017-04-10,63,1,8
2017-04-10,59,1,9
2017-04-10,53,1,10
2017-04-10,50,1,11
2017-04-10,48,2,13
2017-04-10,40,1,14
2017-04-10,39,1,15
2017-04-10,31,1,16
2017-04-10,29,2,18
2017-04-10,26,1,19
2017-04-10,22,2,21
2017-04-10,18,2,23
2017-04-10,10,2,25
2017-04-10,9,1,26
2017-04-10,7,1,27
2017-04-10,6,1,28
2017-04-10,5,1,29
2017-04-10,4,2,31
2017-04-10,3,2,33
2017-04-10,2,1,34
2017-04-10,1,1,35
2017-04-10,0,1,36
2017-04-11,198,2,2
2017-04-11,171,1,3
2017-04-11,167,2,5
2017-04-11,156,2,7
2017-04-11,155,1,8
2017-04-11,133,1,9
2017-04-11,85,2,11
2017-04-11,77,1,12
2017-04-11,68,1,13
2017-04-11,61,1,14
2017-04-11,56,1,15
2017-04-11,36,1,16
2017-04-11,28,1,17
2017-04-11,23,1,18
2017-04-11,21,1,19
2017-04-11,19,1,20
2017-04-11,17,2,22
2017-04-11,16,1,23
2017-04-11,14,3,26
2017-04-11,13,2,28
2017-04-11,11,1,29
2017-04-11,10,1,30
2017-04-11,7,6,36
2017-04-11,3,2,38
2017-04-11,1,2,40
2017-04-11,0,3,43
2017-04-12,164,1,1
2017-04-12,157,1,2
2017-04-12,153,2,4
2017-04-12,116,1,5
2017-04-12,95,1,6
2017-04-12,89,1,7
2017-04-12,86,1,8
2017-04-12,66,1,9
2017-04-12,64,1,10
2017-04-12,63,1,11
2017-04-12,58,3,14
2017-04-12,44,1,15
2017-04-12,42,4,19
2017-04-12,32,1,20
2017-04-12,28,1,21
2017-04-12,21,1,22
2017-04-12,18,1,23
2017-04-12,17,2,25
2017-04-12,8,1,26
2017-04-12,5,2,28
2017-04-12,2,4,32
2017-04-12,1,1,33
2017-04-13,237,1,1
2017-04-13,172,1,2
2017-04-13,142,1,3
2017-04-13,134,5,8
2017-04-13,128,5,13
2017-04-13,88,1,14
2017-04-13,87,1,15
2017-04-13,84,2,17
2017-04-13,80,1,18
2017-04-13,77,2,20
2017-04-13,75,1,21
2017-04-13,74,3,24
2017-04-13,73,1,25
2017-04-13,72,1,26
2017-04-13,71,1,27
2017-04-13,68,2,29
2017-04-13,67,2,31
2017-04-13,65,1,32
2017-04-13,53,1,33
2017-04-13,52,2,35
2017-04-13,49,1,36
2017-04-13,47,1,37
2017-04-13,44,1,38
2017-04-13,41,2,40
2017-04-13,39,1,41
2017-04-13,37,1,42
2017-04-13,34,2,44
2017-04-13,31,3,47
2017-04-13,29,1,48
2017-04-13,28,1,49
2017-04-13,24,1,50
2017-04-13,22,1,51
2017-04-13,17,2,53
2017-04-13,16,1,54
2017-04-13,1,1,55
2017-04-13,0,2,57
2017-04-14,156,2,2
2017-04-14,108,1,3
2017-04-14,94,2,5
2017-04-14,92,1,6
2017-04-14,89,2,8
2017-04-14,88,1,9
2017-04-14,86,1,10
2017-04-14,80,1,11
2017-04-14,73,1,12
2017-04-14,72,3,15
2017-04-14,69,1,16
2017-04-14,65,2,18
2017-04-14,57,1,19
2017-04-14,42,1,20
2017-04-14,38,1,21
2017-04-14,36,1,22
2017-04-14,32,4,26
2017-04-14,30,2,28
2017-04-14,27,1,29
2017-04-14,23,1,30
2017-04-14,22,1,31
